contig,position,read_count
Vibrio,32087,1
Vibrio,32095,0
Vibrio,32110,1
Vibrio,32141,0
Vibrio,32172,0
Vibrio,32189,2
Vibrio,32278,0
Vibrio,32293,13
Vibrio,32344,2
Vibrio,32353,2
Vibrio,32391,1
Vibrio,32396,0
Vibrio,32404,7
Vibrio,32415,2
Vibrio,32428,2
Vibrio,32446,6
Vibrio,32451,2
Vibrio,32463,7
Vibrio,32469,10
Vibrio,32539,0
Vibrio,32549,2
Vibrio,32600,0
Vibrio,32606,0
Vibrio,32624,4
Vibrio,32717,0
Vibrio,32747,0
Vibrio,32750,6
Vibrio,32768,0
Vibrio,32775,9
Vibrio,32778,0
Vibrio,32787,0
Vibrio,32796,0
Vibrio,32820,0
Vibrio,32831,2
Vibrio,32924,0
Vibrio,32963,0
Vibrio,32967,10
Vibrio,32990,0
Vibrio,33000,7
Vibrio,33037,2
Vibrio,33045,0
Vibrio,33084,4
Vibrio,33091,0
Vibrio,33123,0
Vibrio,33129,0
Vibrio,33132,2
Vibrio,33143,0
Vibrio,33184,0
Vibrio,33192,0
Vibrio,33204,0
Vibrio,33207,0
Vibrio,33242,12
Vibrio,33261,0
Vibrio,33265,0
Vibrio,33294,2
Vibrio,33303,7
Vibrio,33314,0
Vibrio,33327,0
Vibrio,33335,6
Vibrio,33338,3
Vibrio,33340,0
Vibrio,33351,1
Vibrio,33357,17
Vibrio,33387,3
Vibrio,33400,5
Vibrio,33408,4
Vibrio,33413,6
Vibrio,33417,7
Vibrio,33432,13
Vibrio,33450,13
Vibrio,33470,20
Vibrio,33486,25
Vibrio,33496,18
Vibrio,33501,4
Vibrio,33504,7
Vibrio,33522,6
Vibrio,33535,0
Vibrio,33619,6
Vibrio,33664,1
Vibrio,33683,2
Vibrio,33703,26
Vibrio,33733,2
Vibrio,33759,1
Vibrio,33806,10
Vibrio,33886,10
Vibrio,33900,2
Vibrio,33929,0
Vibrio,33938,0
Vibrio,33947,5
Vibrio,33951,0
Vibrio,34005,0
Vibrio,34039,0
Vibrio,34090,3
Vibrio,34110,0
Vibrio,34121,0
Vibrio,34135,0
Vibrio,34142,0
Vibrio,34156,0
Vibrio,34166,0
Vibrio,34171,0
Vibrio,34177,0
Vibrio,34232,8
Vibrio,34237,0
Vibrio,34255,0
Vibrio,34270,3
Vibrio,34278,3
Vibrio,34295,0
Vibrio,34335,0
Vibrio,34359,2
Vibrio,34384,4
Vibrio,34388,7
Vibrio,34442,0
Vibrio,34445,0
Vibrio,34450,0
Vibrio,34454,0
Vibrio,34461,0
Vibrio,34480,2
Vibrio,34492,0
Vibrio,34511,0
Vibrio,34524,3
Vibrio,34545,15
Vibrio,34548,3
Vibrio,34574,0
Vibrio,34586,0
Vibrio,34590,16
Vibrio,34622,1
Vibrio,34639,5
Vibrio,34646,2
Vibrio,34726,12
Vibrio,34734,0
Vibrio,34741,12
Vibrio,34744,0
Vibrio,34801,0
Vibrio,34814,7
Vibrio,34871,0
Vibrio,35092,6
Vibrio,35118,1
Vibrio,35134,0
Vibrio,35149,6
Vibrio,35197,1
Vibrio,35229,4
Vibrio,35254,45
Vibrio,35306,7
Vibrio,35319,5
Vibrio,35362,0
Vibrio,35369,3
Vibrio,35431,5
Vibrio,35434,4
Vibrio,35436,4
Vibrio,35441,2
Vibrio,35445,7
Vibrio,35465,4
Vibrio,35485,3
Vibrio,35491,0
Vibrio,35508,0
Vibrio,35689,0
Vibrio,35698,0
Vibrio,35710,3
Vibrio,35811,3
Vibrio,35852,0
Vibrio,35882,0
Vibrio,35986,7
Vibrio,35995,6
Vibrio,36001,2
Vibrio,36015,4
Vibrio,36088,6
Vibrio,36091,4
Vibrio,36117,0
Vibrio,36122,9
Vibrio,36142,7
Vibrio,36208,4
Vibrio,36235,11
Vibrio,36247,2
Vibrio,36271,1
Vibrio,36289,1
Vibrio,36302,8
Vibrio,36304,12
Vibrio,36309,8
Vibrio,36348,5
Vibrio,36386,2
Vibrio,36431,3
Vibrio,36437,0
Vibrio,36440,0
Vibrio,36448,0
Vibrio,36451,0
Vibrio,36485,0
Vibrio,36511,0
Vibrio,36526,0
Vibrio,36537,0
Vibrio,36562,2
Vibrio,36593,2
Vibrio,36605,0
Vibrio,36628,4
Vibrio,36631,0
Vibrio,36643,0
Vibrio,36652,0
Vibrio,36658,12
Vibrio,36703,0
Vibrio,36713,0
Vibrio,36728,1
Vibrio,36750,0
Vibrio,36770,23
Vibrio,36820,0
Vibrio,36849,7
Vibrio,36857,2
Vibrio,36869,4
Vibrio,36876,4
Vibrio,36887,7
Vibrio,36898,28
Vibrio,36908,0
Vibrio,36915,4
Vibrio,36932,6
Vibrio,36935,0
Vibrio,36956,0
Vibrio,36966,9
Vibrio,36992,4
Vibrio,37022,9
Vibrio,37030,2
Vibrio,37055,1
Vibrio,37060,0
Vibrio,37082,12
Vibrio,37091,8
Vibrio,37127,2
Vibrio,37150,0
Vibrio,37205,0
Vibrio,37207,0
Vibrio,37217,0
Vibrio,37241,20
Vibrio,37246,5
Vibrio,37251,0
Vibrio,37254,0
Vibrio,37275,2
Vibrio,37330,0
Vibrio,37342,0
Vibrio,37373,0
Vibrio,37423,0
Vibrio,37462,0
Vibrio,37466,0
Vibrio,37474,0
Vibrio,37496,6
Vibrio,37504,6
Vibrio,37524,1
Vibrio,37531,1
Vibrio,37670,0
Vibrio,37679,9
Vibrio,37682,9
Vibrio,37687,9
Vibrio,37720,0
Vibrio,37735,6
Vibrio,37744,5
Vibrio,37760,14
Vibrio,37772,7
Vibrio,37838,5
Vibrio,37850,12
Vibrio,37872,9
Vibrio,37948,20
Vibrio,37975,4
Vibrio,38020,2
Vibrio,38068,6
Vibrio,38075,5
Vibrio,38106,5
Vibrio,38159,4
Vibrio,38164,0
Vibrio,38190,0
Vibrio,38208,0
Vibrio,38238,0
Vibrio,38318,2
Vibrio,38363,1
Vibrio,38461,10
Vibrio,38483,0
Vibrio,38493,0
Vibrio,38519,0
Vibrio,38569,3
Vibrio,38664,11
Vibrio,38718,0
Vibrio,38768,0
Vibrio,38786,0
Vibrio,38837,0
Vibrio,38849,0
Vibrio,38899,0
Vibrio,38989,7
Vibrio,38992,0
Vibrio,38995,0
Vibrio,39000,0
Vibrio,39139,6
Vibrio,39147,4
Vibrio,39155,5
Vibrio,39158,6
Vibrio,39219,5
Vibrio,39221,2
Vibrio,39231,10
Vibrio,39237,1
Vibrio,39240,5
Vibrio,39242,5
Vibrio,39256,4
Vibrio,39260,3
Vibrio,39283,12
Vibrio,39287,2
Vibrio,39319,0
Vibrio,39323,12
Vibrio,39348,2
Vibrio,39354,7
Vibrio,39376,3
Vibrio,39408,5
Vibrio,39410,5
Vibrio,39419,8
